imo,name,ship_type,fuel_kg_per_nm_consumption,c02_kg_per_nm_emissions
9322748,MED ISLAND,Bulk carrier,61.49,191.94
9322762,TR CROWN,Bulk carrier,103.71,324.61
9322774,SPARROW,Bulk carrier,115.84,362.92
9322803,LNG BORNO,LNG carrier,282.74,817.63
9322815,LNG OGUN,LNG carrier,281.12,809.03
9322827,MINERVA ANTARCTICA,Oil tanker,179.29,561.02
9322839,MINERVA ATLANTICA,Oil tanker,169.14,529.91
9322865,ASIATIC GLORY,Container ship,65.88,205.58
9322944,METEORA,Chemical tanker,106.8,333.8
9322956,NS PRIDE,Chemical tanker,102.53,327.97
9323039,NORDAUTUMN,Container ship,140.86,441.32
9323053,AEOLIAN LIGHT,Bulk carrier,118.3,370.35
9323120,ADAMAS,Other ship types,71.41,224.16
9323314,ANCE,Chemical tanker,106.13,335.71
9323326,JURKALNE,Chemical tanker,97.38,305.08
9323340,TARGALE,Chemical tanker,101.66,321.2
9323352,UGALE,Chemical tanker,98.74,311.76
9323364,USMA,Chemical tanker,102.17,321.56
9323376,PILTENE,Chemical tanker,102.2,322.65
9323388,UZAVA,Chemical tanker,95.1,299.85
9323390,SALACGRIVA,Chemical tanker,91.91,289.9
9323405,AINAZI,Chemical tanker,96.25,301.61
9323467,JSP ROVER,Container ship,66.09,211.89
9323479,SAMSKIP EXPRESS,Container ship,86.01,272.49
9323481,HANSA LIMBURG,Container ship,107.73,336.3
9323558,KANG HONG,Bulk carrier,104.26,325.53
9323560,LEON HERMES,Chemical tanker,228.99,717.57
9323584,BRO NAKSKOV,Oil tanker,71.53,223.05
9323637,HORIZON (Bulk carrier),Bulk carrier,81.94,255.77
9323675,GRACE COSMOS,LNG carrier,390.68,1146.36
9323699,STENA VINGA,Ro-pax ship,98.97,309.26
9323780,COLORADO HIGHWAY,Vehicle carrier,92.33,288.24
9323819,BRO NUUK,Oil tanker,85.07,267.55
9323857,BASILUZZO M.,Oil tanker,111.21,349.61
9323883,PORTAITISSA,Bulk carrier,109.87,345.52
9323900,ELEOUSSA,Bulk carrier,91.03,285.94
9323962,ALIAKMON,Oil tanker,138.32,434.08
9323974,LR2 ETERNITY,Oil tanker,130.38,409.16
9323986,MINERVA INDIANA,Oil tanker,130.54,409.33
9324069,IDC FALCON,Bulk carrier,95.61,300.85
9324148,DALIAN STAR D,Bulk carrier,136.35,426.7
9324150,FERONIA,Bulk carrier,89.09,277.87
9324215,CHEM VENUS,Chemical tanker,81.43,256.4
9324239,PAQUIS,Bulk carrier,116.16,363.26
9324289,BW AMAZON,Oil tanker,144.27,449.31
9324291,BW COLUMBIA,Oil tanker,119.97,374.46
9324306,BW HUDSON,Oil tanker,134.44,419.79
9324318,BW LENA,Oil tanker,107.24,334.24
9324320,BW ORINOCO,Oil tanker,208.79,655.25
9324332,CHEIKH EL MOKRANI,Gas carrier,488.82,1348.96
9324344,CHEIKH BOUAMAMA,Gas carrier,377.29,1048.79
9324435,AL JASSASIYA,LNG carrier,324.34,932.26
9324473,PAULINE,Ro-ro ship,174.26,548.96
9324617,COURAGEOUS (Bulk carrier),Bulk carrier,80.12,251.08
9324629,INTREPID,Bulk carrier,98.45,307.91
9324710,GENCO CHARGER,Bulk carrier,65.61,205.89
9324734,CAMBRIDGE,Gas carrier,138.33,433.13
9324801,PALMALI VOYAGER,General cargo ship,69.83,219.46
9324851,NAVIOS AZURE,Container ship,163.69,512.43
9324875,NAVIOS INDIGO,Container ship,212.86,668.26
9324954,BC HAMBURG,Container ship,95.2,296.98
9324978,BC SINGAPORE,Container ship,74.21,231.14
9324992,ALIKI,Bulk carrier,187.83,585.77
9325013,NAVIOS FANTASTIKS,Bulk carrier,153.22,480.15
9325025,MONTECRISTO,Bulk carrier,182.28,568.51
9325049,SONANGOL NAMIBE,Oil tanker,122.87,384.28
9325051,PANAMAX NOSTOS,Bulk carrier,105.15,332.31
9325063,MARINICKI,Bulk carrier,103.76,326.16
9325099,GRIKOS,Bulk carrier,81.31,255.13
9325104,TAMPA BAY,Bulk carrier,75.5,236.09
9325178,LAKE SUPERIOR,Ro-ro ship,99.4,311.12
9325221,GRAND RUBY,Vehicle carrier,115.44,360.77
9325233,GRAND SAPPHIRE,Vehicle carrier,101.41,319.19
9325300,BAOGANG GLORY,Bulk carrier,157.78,493.36
9325324,HIGH SD YIHE,Oil tanker,112.85,354.29
9325427,ROCKIES HIGHWAY,Vehicle carrier,102.29,320.6
9325685,AL MARROUNA,LNG carrier,352.39,1006.86
9325697,AL AREESH,LNG carrier,329.24,941.27
9325702,AL DAAYEN,LNG carrier,338.01,963.11
9325764,EASTERN HIGHWAY,Ro-ro ship,85.13,265.93
9325831,MINERVA PACIFICA,Oil tanker,87,273.04
9325843,ULRIKEN,Chemical tanker,87.29,273.88
9325908,PENELOP,Oil tanker,156.99,503.3
9326275,ZOI XL,Bulk carrier,108.73,339.94
9326304,MINANUR CEBI,Bulk carrier,58.9,184.27
9326330,AFRICAN JUNIPER,Bulk carrier,60.82,191.12
9326495,STARVIP,General cargo ship,77.49,242.71
9326500,AEGEA,Chemical tanker,103.93,326.59
9326512,AKTEA,Chemical tanker,93.09,291.24
9326536,NAVIOS GALILEO,Bulk carrier,94.84,297.16
9326603,IBERICA KNUTSEN,Gas carrier,259.05,712.75
9326720,SKS SPEY,Oil tanker,160.65,503.34
9326811,AEGEAN HORIZON,Oil tanker,184.19,575.98
9326835,HAMMONIA HUSUM,Container ship,123.52,386.94
9326861,MARILEE,Oil tanker,129.89,410.97
9326873,MARIBEL,Oil tanker,113.5,357
9326885,MARI UGLAND,Oil tanker,119.84,377.6
9326902,TEAM EXPLORER,Chemical tanker,103.88,325.13
9326914,SITEAM ADVENTURER,Chemical tanker,127.75,398.92
9326926,TEAM VOYAGER,Chemical tanker,109.58,343.74
9326938,TEAM DISCOVERER,Chemical tanker,127,397.35
9326940,WEC CORNEILLE,Container ship,82.04,255.95
9326952,TROUPER,Container ship,77.84,242.58
9326976,ANGELA (Container ship),Container ship,85.23,265.61
9326988,DANIEL,Container ship,84.43,264.04
9326990,ANALENA,Container ship,66.21,206.74
9327011,GINNY,Oil tanker,124.01,387.99
9327023,PLOUTOS,Oil tanker,112.07,351.39
9327035,ESTIA,Oil tanker,117.69,368.53
9327047,AGNES ESSBERGER,Chemical tanker,91.52,293.4
9327059,ANNETTE ESSBERGER,Chemical tanker,88.21,282.8
9327097,AVALON,Chemical tanker,113.35,356.55
9327102,AURELIA (Chemical tanker),Chemical tanker,119.4,373.23
9327372,BALTIC FAVOUR,Chemical tanker,113.27,360.68
9327396,BALTIC FREEDOM,Chemical tanker,102.7,324.24
9327401,BALTIC FROST,Chemical tanker,104.07,329.17
9327413,ARISTIDIS,Chemical tanker,90.29,282.17
9327425,SKYROS (Chemical tanker),Chemical tanker,120.88,380.12
9327437,ALKIVIADIS,Chemical tanker,109.85,348.19
9327449,ASSOS,Chemical tanker,135.15,422.72
9327463,ANEMOS 1,Chemical tanker,118.43,369.54
9327504,IVER ABILITY,Chemical tanker,73.98,234.26
9327578,BENEDIKT RAMBOW,General cargo ship,95.15,297.12
9327580,KANTATA,Container ship,106.81,332.93
9327748,TARIFA,Vehicle carrier,131.26,411.95
9328015,GOTLANDIA II,Ro-pax ship,181.26,581.13
9328027,JORK RULER,Container ship,72.06,227.15
9328039,MEANDI,Container ship,83.26,261.02
9328041,MIRROR,Container ship,72.93,231.58
9328053,MUSIC,Container ship,67.04,211.34
9328132,GOTLAND CAROLINA,Chemical tanker,103.25,322.58
9328144,GOTLAND SOFIA,Chemical tanker,86.07,271.83
9328170,WAFRAH,Oil tanker,229.09,716.36
9328340,OCEAN MARINER,Chemical tanker,57.94,180.45
9328481,GERHARD SCHULTE,Container ship,167.54,522.7
9328522,SPAR SPICA,Bulk carrier,96.58,302.34
9328534,SPAR LIBRA,Bulk carrier,101.79,318.29
9328558,NAVIOS HOPE,Bulk carrier,108.33,339.46
9328560,NAVIOS NORTHERN STAR,Bulk carrier,103.7,324.44
9328625,ARX,Container ship,68.23,214.64
9328637,FREDERIK,Container ship,96.77,310.25
9328728,SEA HELLINIS,Vehicle carrier,94.57,294.97
9328948,STAR RENEE,Bulk carrier,113.58,356.15
9328974,FIONIA SWAN,Chemical tanker,137.99,436.44
9329148,PANAREA M,Oil tanker,145.5,458.09
9329409,KRITI SAMARIA,Oil tanker,161.34,504.01
9329423,SUPER LYDIA,Bulk carrier,72.37,228.94
9329459,ANANGEL FORTUNE,Bulk carrier,178.95,559.27
9329461,MORNING CELLO,Vehicle carrier,106.69,333.07
9329473,MORNING CORNET,Ro-ro ship,198.09,620.21
9329526,OOCL KOBE,Container ship,181.52,567.95
9329564,JRS CAPELLA,Container ship,87.65,274.88
9329655,NS POINT,Chemical tanker,97.85,306.63
9329667,NS PARADE,Chemical tanker,150.03,472.19
9329758,NORSTAR INTEGRITY,Oil tanker,127.14,397.97
9329760,NORSTAR INTREPID,Oil tanker,130.16,409.89
9329849,STENA LAGAN,Ro-pax ship,154.89,483.57
9329851,STENA MERSEY,Ro-pax ship,153.42,479.1
9330238,VEGA EPSILON,Container ship,68.58,214.75
9330240,VEGA SIGMA,General cargo ship,86.06,269.23
9330264,JSP LEVANTE,Container ship,89.05,280.96
9330276,PACAYA,Container ship,83.38,260.49
9330343,LONDON STAR,Oil tanker,140.43,441.41
9330355,AMALIA,Oil tanker,122.92,384.65
9330379,CHEMICAL VOYAGER,Chemical tanker,74.58,234.94
9330381,ORIENTAL PROTEA,Chemical tanker,126.23,395.89
9330393,ORIENTAL ROSE,Chemical tanker,116.53,366.71
9330410,ORIENTAL FREESIA,Chemical tanker,59.53,187.39
9330422,NOVO MESTO,Bulk carrier,114.65,360.7
9330472,IZUMO PRINCESS,Oil tanker,161.31,504.6
9330513,SATIE,Container ship,180.39,563.4
9330537,IRENES RYTHM,Container ship,134.83,419.9
9330616,HOEGH KOBE,Vehicle carrier,98.65,310.39
9330628,VELA,Bulk carrier,121.77,379.75
9330654,BLUE DIAMOND,Bulk carrier,76.03,237.49
9330678,ASIA ZIRCON II,Bulk carrier,104.02,324.14
9330707,HYUNDAI FORWARD,Container ship,164.47,512.78
9330719,HYUNDAI UNITY,Container ship,160.89,501.6
9330745,SYMPHONIC BREEZE,LNG carrier,347.54,968.35
9330771,MID FALCON,Chemical tanker,83.96,262.43
9330783,MID OSPREY,Chemical tanker,73.65,231.55
9330795,MID EAGLE,Chemical tanker,74.71,234.32
9330800,NAIAS,Bulk carrier,109.07,344.46
9330812,GENCO RAPTOR,Bulk carrier,86.05,269.09
9330824,CAPE ELISE,Bulk carrier,188.43,590.24
9330848,ATLANTIC GENEVA,Container ship,127.97,402.49
9330850,ATLANTIC EXPRESS,Container ship,61.77,192.64
9330874,CAP LARA,Oil tanker,166.83,522.05
9331012,CMA CGM TARPON,Container ship,199.98,624.37
9331048,MARAN GAS CORONIS,LNG carrier,335.42,953.68
9331141,SAMRAA ALKHALEEJ,Oil tanker,161.35,510.95
9331153,ALHANI,Oil tanker,156.4,494.69
9331191,OPDR CANARIAS,Container/ro-ro cargo ship,73.47,229.3
9331206,OPDR ANDALUCIA,Container/ro-ro cargo ship,68.76,214.57
9331220,THOR MONADIC,Bulk carrier,104.39,327.38
9331256,ELM GALAXY,Chemical tanker,81.63,254.51
9331397,OLYMPIC GEMINI,Bulk carrier,106.7,332.34
9331464,BALTIMORE,Bulk carrier,162.04,505.94
9331490,SIDER CARTAGENA,General cargo ship,56.5,177.01
9331505,SIDER AMY,General cargo ship,56.12,175.91
9331660,SERI BALHAF,LNG carrier,199.8,551.55
9331696,AP SVETI VLAHO,Bulk carrier,106.5,332.88
9331713,RED DIAMOND,Bulk carrier,117.61,367.04
9331830,SIRIOS CEMENT IV,Other ship types,63.66,198.83
9331880,ORION,Bulk carrier,99.64,311.59
9332016,KOUTALIANOS,Bulk carrier,113.86,357.27
9332066,SYLVIE,Gas carrier,105.52,330.7
9332157,MINERVA GEORGIA,Oil tanker,178.97,558.93
9332169,ATLANTIC CROWN,Chemical tanker,89.08,278.83
9332183,ATLANTIC EAGLE (Chemical tanker),Chemical tanker,97.66,306.03
9332212,GENCO THUNDER,Bulk carrier,100.25,317.29
9332224,CAPTAIN P. EGGLEZOS,Bulk carrier,117.29,368.26
9332315,ATLANTIC GEMINI,Oil tanker,98.67,307.67
9332559,STENA HORIZON,Ro-pax ship,145.46,459.5
9332614,MARIKA (Oil tanker),Oil tanker,119.21,375.57
9332626,MARINOR,Oil tanker,110.43,348.44
9332640,HAFNIA ARCTIC,Oil tanker,116.45,368.37
9332676,MAERSK REGENSBURG,Container ship,87.31,272.01
9332688,MAERSK ROUBAIX,Container ship,99.15,309.55
9332834,JUPITER SUN,Oil tanker,170.21,531.78
9332925,FAUST,Vehicle carrier,126.06,394.45
9332937,FIDELIO,Vehicle carrier,125.52,392.41
9332949,FEDORA,Vehicle carrier,121.45,380.55
9332951,ANANGEL VISION,Bulk carrier,163.34,509.6
9332963,IONIC STORM,Bulk carrier,92.53,289.63
9332975,MAERSK CHICAGO,Container ship,221.79,691.13
9332987,MAERSK COLUMBUS,Container ship,220.33,686.67
9332999,MAERSK DENVER,Container ship,212.68,662.78
9333008,MAERSK HARTFORD,Container ship,216.11,673.46
9333010,MAERSK KENSINGTON,Container ship,211.82,660.14
9333022,MAERSK KINLOSS,Container ship,216.55,674.78
9333034,MAERKS DETROIT,Container ship,207.54,646.85
9333125,B. ATLANTIC,Oil tanker,71.93,225.21
9333175,VENTURA,Passenger ship,408.63,1279.17
9333228,SEA ELEGANT,Chemical tanker,75.71,236.06
9333345,BEATE,Container ship,79.23,248.03
9333357,ANDREA,Container ship,93.95,297.67
9333369,VIONA,Container ship,80.8,251.64
9333371,HELLE RITSCHER,Container ship,78.95,248.61
9333383,JONNI RITSCHER,Container ship,89.98,283.08
9333395,VALDIVIA,Container ship,88.73,276.99
9333400,SCF NEVA,Oil tanker,176.46,555.5
9333424,SCF PECHORA,Oil tanker,156.64,489.94
9333436,SCF AMUR,Oil tanker,100.54,314.19
9333527,AMSTELBORG,General cargo ship,75.46,238.31
9333539,ARNEBORG,General cargo ship,89.32,281.51
9333541,AMAZONEBORG,General cargo ship,70.36,222.83
9333553,ESL EUROPA,General cargo ship,67.2,211.71
9333591,BRITISH EMERALD,LNG carrier,325.38,896.13
9333606,BRITISH RUBY,LNG carrier,306.89,877.36
9333618,BRITISH SAPPHIRE,LNG carrier,293.79,809.24
9333620,BRITISH DIAMOND,LNG carrier,329.58,917.44
9333656,ICE FIGHTER,Oil tanker,158.37,498.54
9333694,GALAXY (Ro-pax ship),Ro-pax ship,183.05,576.78
9333785,CAPRICORN SUN,Oil tanker,153.18,479.71
9333802,CHANTACO,Chemical tanker,160.97,516.06
9333814,CHIBERTA,Chemical tanker,133.77,422.09
9333838,MOL EXPERIENCE,Container ship,185.93,584.29
9334038,YASA GOLDEN BOSPHORUS,Oil tanker,205.86,643.47
9334076,EJNAN,LNG carrier,345.64,1006.91
9334155,ANL WYONG,Container ship,126.87,396.45
9334234,GRAND VICTORY,Vehicle carrier,120.5,376.04
9334313,SEVKETTIN SONAY,General cargo ship,58.09,182.21
9334325,SARACENA,Oil tanker,229.35,723.27
9334351,EM KEA,Container ship,154.85,482.26
9334387,PORT GDYNIA,Container ship,124.69,388.84
9334428,LS JACOBA,Chemical tanker,421.52,1344.38
9334430,DOMENICO IEVOLI,Chemical tanker,66.75,209.4
9334569,POLAR UNICORN,Oil tanker,113.77,354.75
9334571,TWO MILLION WAYS,Oil tanker,130.59,409.52
9334715,UMIAK I,Bulk carrier,85.77,274.98
9334727,DUGI OTOK,Oil tanker,152.33,476.76
9334739,OLIB,Oil tanker,156.73,490.25
9334789,NORD HIGHLANDER,Chemical tanker,94.67,302.1
9334818,HANSA MARBURG,Container ship,115.03,359.35
9334856,AIDADIVA,Passenger ship,242.78,763.96
9334868,AIDALUNA,Passenger ship,272.78,860.27
9334959,TAVASTLAND,Ro-ro ship,108.08,337.02
9335044,NCC SUDAIR,Chemical tanker,115.52,363.39
9335056,NCC DAMMAM,Chemical tanker,109.78,344.89
9335068,NCC HAIEL,Chemical tanker,164.59,515.56
9335135,GULF MEWS,Chemical tanker,84.37,263.76
9335161,VOLCAN DE TENEGUIA,Ro-ro ship,83.74,262.09
9335197,CMA CGM ALCAZAR,Container ship,205.42,642.07
9335202,CMA CGM CHATEAU D' IF,Container ship,202.98,634.06
9335824,CHEMBULK MINNEAPOLIS,Chemical tanker,100.45,315.67
9335915,BLUE ROSE,Chemical tanker,103.15,321.68
9335953,APHRODITE LEADER,Vehicle carrier,106.42,332.88
9335965,POSEIDON LEADER,Vehicle carrier,95.77,299.49
9336000,DELPHINUS,Bulk carrier,97.18,306.11
9336048,MSC SINDY,Container ship,317.5,989.45
9336050,MORNING CONDUCTOR,Ro-ro ship,119.46,373.96
9336074,MORNING COMPOSER,Ro-ro ship,130.18,411.78
9336086,MORNING CAROL,Vehicle carrier,123.29,385.91
9336165,HAMMONIA PALATIUM,Container ship,155.27,484.43
9336189,INDEPENDENT PURSUIT,Container ship,110.68,344.71
9336191,INDEPENDENT SPIRIT,Container ship,119.02,370.76
9336244,CONTAINERSHIPS VIII,Container ship,87.44,272.87
9336256,FINNSWAN,Ro-pax ship,182.54,570.85
9336268,FINNLADY,Ro-pax ship,228.31,712.59
9336294,LOUISE BORCHARD,Container ship,72.57,226.27
9336402,GRIMSTAD,Oil tanker,165.19,519.98
9336464,DVINA GULF,Chemical tanker,116.28,363.37
9336490,HAFNIA EUROPE,Oil tanker,115.92,363.33
9336505,HAFNIA AMERICA,Oil tanker,105.08,329.24
9336581,ADS GALTESUND,Bulk carrier,103.12,322.76
9336608,CANEA,Bulk carrier,55.24,173.2
9336610,LADY I,Bulk carrier,88.76,276.9
9336749,MARIB SPIRIT,LNG carrier,320.56,884.45
9336828,EASTERN LIGHT,Bulk carrier,115.13,359.41
9336830,PACIFIC LIGHT,Bulk carrier,256.11,806.68
9336854,ATLANTIC YUCATAN,Bulk carrier,91.15,286.19
9336866,VEGA ROSE,Bulk carrier,93.02,292.27
9336971,GENER8 GEORGE T,Oil tanker,294.19,923.54
9337004,AIAS,Oil tanker,185.63,583.38
9337016,AMOUREUX,Oil tanker,169.86,532.46
9337028,SPINEL,Container ship,112.98,352.81
9337157,KOKKARI,Oil tanker,228.52,714.11
9337224,BBC ROSARIO,General cargo ship,58.42,183.24
9337262,FRISIA AMSTERDAM,Container ship,139.49,434.51
9337274,MOZART,Container ship,138.13,432.53
9337327,T REX,Chemical tanker,116.65,365.13
9337353,YASMINE,Ro-ro ship,158.28,498.93
9337365,CRISTINA A,Container ship,113.64,355.14
9337377,MARIO A,Container ship,112.62,352.45
9337406,BANDA SEA,Oil tanker,152.81,481.28
9337444,YM UBERTY,Container ship,291.98,912.06
9337456,YM UTOPIA,Container ship,286.04,892.84
9337511,ATLANTIC GRACE,Chemical tanker,88.98,278.5
9337597,GALANI,Container ship,111.23,346.97
9337614,NYK DAEDALUS,Container ship,194.7,611.77
9337638,NYK METEOR,Container ship,223.57,702.03
9337640,NYK NEBULA,Container ship,200.13,628.37
9337676,NYK DENEB,Container ship,179.54,564.21
9337705,AL GATTARA,LNG carrier,315.27,987.26
9337717,AL GHARRAFA,LNG carrier,349.3,1088.41
9337729,MESAIMEER,LNG carrier,345.45,1077.27
9337731,TEMBEK,LNG carrier,363.21,1138.16
9337743,AL HAMLA,LNG carrier,345.21,1081.23
9337779,VULCANELLO M.,Oil tanker,103.93,326.62
9337793,RHOURD EL HAMRA,Gas carrier,93.94,294.23
9337834,SICHEM NEW YORK,Chemical tanker,65.29,204.95
9337951,AL RUWAIS,LNG carrier,313.4,967.18
9337963,AL SAFLIYA,LNG carrier,365.41,1139.61
9337975,DUHAIL,LNG carrier,347.02,1076.85
9337987,AL GHARIYA,LNG carrier,357.16,1109.07
9338058,FRISIA OSLO,Container ship,145.01,455.98
9338084,SANTA BETTINA,Container ship,133.29,418.01
9338113,SARA PRIMA,General cargo ship,47.32,148.51
9338125,SDS WIND,General cargo ship,51.02,160.08
9338137,REUNION BAY,General cargo ship,75.25,235.41
9338149,SIDER VENTURE,General cargo ship,56.76,177.57
9338151,SIDER BILBAO,General cargo ship,53.42,167.8
9338266,AL AAMRIYA,LNG carrier,352.76,1100.88
9338278,SONDERBORG (Container ship),Container ship,99.63,310.55
9338565,MANTA HATICE,Bulk carrier,72.34,226.91
9338620,SWALLOW ACE,Vehicle carrier,102.94,322.33
9338632,SOUTHERN HIGHWAY,Vehicle carrier,84.14,263.28
9338670,ILYAS EFENDIYEV,General cargo ship,109.9,344.42
9338694,MORNING CHARLOTTE,Ro-ro ship,122.39,385
9338709,MORNING CARINA,Ro-ro ship,106.52,333.76
9338711,MORNING CATHERINE,Vehicle carrier,113.65,355.2
9338723,MORNING CAROLINE,Ro-ro ship,95.43,299.66
9338797,SESTAO KNUTSEN,LNG carrier,337.81,930.96
9338814,JOYCE,Oil tanker,90.2,282.23
9338826,SWAN ACE,Vehicle carrier,108.98,341.58
9338840,SUNRISE ACE,Vehicle carrier,101.39,317.1
9338852,SUNSHINE ACE,Vehicle carrier,98.05,305.99
9338864,SUNLIGHT ACE,Vehicle carrier,98.87,310.18
9338876,SALVIA ACE,Vehicle carrier,77.4,241.21
9338905,AEGEAN POWER,Oil tanker,153.96,482.88
9338917,AEGEAN HARMONY,Oil tanker,143.39,447.93
9339181,GIANT SLOTTA,Bulk carrier,176.55,553.05
9339272,MSC PINA,Container ship,264.45,825.09
9339284,MSC CANDICE,Container ship,298.68,931.55
9339296,MSC ASYA,Container ship,285.56,890.8
9339301,NS LEADER,Oil tanker,154.33,482.9
9339313,NS LION,Oil tanker,158.56,498.64
9339325,NS LAGUNA,Oil tanker,145.89,456.45
9339337,NS LOTUS,Oil tanker,153.53,479.93
9339478,ROYAL EPIC,Bulk carrier,76.73,238.96
9339545,CMA CGM KAILAS,Container ship,151.32,472.08
9339583,POMERENIA SKY,Container ship,144.29,450.13
9339595,ARTEMIS (Container ship),Container ship,124.73,388.55
9339624,HANDYTANKERS GLORY,Oil tanker,106.02,332.37
9339636,TANKER SPIRIT,Oil tanker,88.63,279.74
9339650,OCEAN LEGACY,Chemical tanker,75.46,237.33
9339806,GRAND HERO,Vehicle carrier,119.52,374.34
9339818,GREEN BAY,Vehicle carrier,91.77,287.39
9339832,MICHIGAN HIGHWAY,Vehicle carrier,107.24,336.05
9339844,GRAND PEARL,Vehicle carrier,110.55,346.05
9339985,YASA GOLDEN DARDANELLES,Oil tanker,195.63,615
9340104,NORDIC PIA,Oil tanker,110.41,346.33
9340116,CHEM HELEN,Chemical tanker,107.67,336.37
9340128,NORDIC HANNE,Chemical tanker,94.63,298.34
9340350,BRENT,Chemical tanker,64.73,202.33
9340398,KENSINGTON,Chemical tanker,73.15,231.47
9340439,CHEM WOLVERINE,Chemical tanker,58.85,184.74
9340441,BEECH GALAXY,Chemical tanker,97.7,304.73
9340477,OCTADEN,Chemical tanker,113.14,357.1
9340489,AS OLIVIA,Chemical tanker,84.71,267.09
9340582,MAERSK BRIGIT,Oil tanker,94.88,297.49
9340594,MAERSK BEAUFORT,Oil tanker,84.85,264.72
9340623,BRO NISSUM,Oil tanker,70.83,220.87
9340702,SC BRILLIANT,Chemical tanker,34.83,108.67
9340714,STAR ANGIE,Bulk carrier,153.04,478.18
9340910,SALINA M,Oil tanker,124.42,391.49
9341067,NS CAPTAIN,Oil tanker,163.5,511
9341079,NS CORONA,Oil tanker,169.61,531.56
9341081,NS CLIPPER,Oil tanker,147.1,461.54
9341093,NS CONSUL,Oil tanker,167.78,529.7
9341108,DANTE,General cargo ship,46.9,147.68
9341146,CHAMPION PULA,Chemical tanker,109.56,343.78
9341160,SUNNANHAV,General cargo ship,36.13,114.06
9341172,KALKVIK,General cargo ship,40.02,126.56
9341184,STEN MOSTER,Oil tanker,65.81,209.86
9341316,ATLANTIC WIND,Chemical tanker,78.98,252.12
9341328,ATLANTIC TWIN,Chemical tanker,81.73,261.44
9341433,BRITTA MAERSK,Oil tanker,87.97,274.6
9341445,MAERSK BORNEO,Oil tanker,89.02,278.47
9341512,CIELO DI GUANGZHOU,Chemical tanker,102.51,321.89
9341794,GLORY TELLUS,Bulk carrier,93.51,292.46
9341897,BELGRAVIA,Gas carrier,75.03,234.68
9341964,CONMAR GULF,Container ship,62.02,195.71
9342176,MAERSK PITTSBURGH,Container ship,211.06,657.97
9342205,HOEGH LONDON,Vehicle carrier,119.66,374.55
9342217,BW SEINE,Oil tanker,131.05,411.59
9342396,HELENA KOSAN,Gas carrier,78.47,246.97
9342425,HENRIETTA KOSAN,Gas carrier,65.58,206.44
9342487,MAGELLAN SPIRIT,LNG carrier,289.29,807.16
9342580,ORANGE SUN,Refrigerated cargo carrier,124.21,387.62
9342695,AS CALIFORNIA,Container ship,128.91,401.75
9342786,CHEMBULK TORTOLA,Chemical tanker,201.93,641.35
9342853,PIREAS,Bulk carrier,111.82,350.56
9342865,NAVIOS SUN,Bulk carrier,104.59,328.44
9342877,FAIR LADY,Bulk carrier,85.94,269.29
9342906,EQUULEUS LEADER,Vehicle carrier,99.21,310.66
9343065,CC PARGO,Bulk carrier,25.79,80.77
9343089,SINE A,Container ship,132.16,412.65
9343156,GRANDE ANGOLA,Container/ro-ro cargo ship,134,420.56
9343168,GRANDE GHANA,Container/ro-ro cargo ship,124.99,391.66
9343170,GRANDE BENIN,Container/ro-ro cargo ship,145.7,455.93
9343194,SITEAM LEADER,Chemical tanker,115.67,360.91
9343209,CAVATINA,Chemical tanker,110.64,346.39
9343326,ATHINA (Bulk carrier),Bulk carrier,92.36,288.07
9343340,GEMINI SUN,Oil tanker,140.93,441.56
9343417,WARISA NAREE,Bulk carrier,114.92,360.24
9343467,REGNO MARINUS,Other ship types,101.26,315.91
9343479,ULTIMAX,Other ship types,84.37,262.81
9343481,SAGA ENTERPRISE,General cargo ship,82.65,257.74
9343493,SAGA EXPLORER,General cargo ship,83.39,260.71
9343510,SAGA FRONTIER,General cargo ship,70.33,219.81
9343613,AFRICAN HALCYON,General cargo ship,70.66,221.3
9343625,HA LONG BAY,General cargo ship,63.12,198.78
